Title,Author,Publication Year,DOI,Publication Title
Cytokines are associated with longitudinal changes in cognitive performance among urban adults.,"Beydoun, May A.; Weiss, Jordan; Obhi, Hardeep K.; Beydoun, Hind A.; Dore, Gregory A.; Liang, Hailun; Evans, Michele K.; Zonderman, Alan B.",2019,10.1016/j.bbi.2019.04.027,"Brain, behavior, and immunity"
Cystatin C and aging success.,"Sarnak, Mark J.; Katz, Ronit; Fried, Linda F.; Siscovick, David; Kestenbaum, Brian; Seliger, Stephen; Rifkin, Dena; Tracy, Russell; Newman, Anne B.; Shlipak, Michael G.",2008,10.1001/archinternmed.2007.40,Archives of internal medicine
Costs associated with recruitment and interviewing of study participants in a diverse population of community-dwelling older adults.,"Engstrom, Gabriella A.; Tappen, Ruth M.; Ouslander, Joseph",2014,10.1097/NNR.0000000000000008,Nursing research
Correlates of longitudinal leukocyte telomere length in the Costa Rican Longevity Study of Healthy Aging (CRELES): On the importance of DNA collection and storage  procedures.,"Rosero-Bixby, Luis; Rehkopf, David H.; Dow, William H.; Lin, Jue; Epel, Elissa S.; Azofeifa, Jorge; Leal, Alejandro",2019,10.1371/journal.pone.0223766,PloS one
Connecting at Local Level: Exploring Opportunities for Future Design of Technology to Support Social Connections in Age-Friendly Communities.,"Liddle, Jennifer; Pitcher, Nicole; Montague, Kyle; Hanratty, Barbara; Standing, Holly; Scharf, Thomas",2020,10.3390/ijerph17155544,International journal of environmental research and public health
Comparisons of neurodegeneration over time between healthy ageing and Alzheimer's disease cohorts via Bayesian inference.,"Cespedes, Marcela I.; Fripp, Jurgen; McGree, James M.; Drovandi, Christopher C.; Mengersen, Kerrie; Doecke, James D.",2017,10.1136/bmjopen-2016-012174,BMJ open
Comparison of Psychosocial Variables Associated With Loneliness in Centenarian vs Elderly Populations in New Zealand.,"Leitch, Sharon; Glue, Paul; Gray, Andrew R.; Greco, Philippa; Barak, Yoram",2018,10.1001/jamanetworkopen.2018.3880,JAMA network open
Community Relocation in Very Old Age: Changes in Housing Accessibility.,"Granbom, Marianne; Slaug, Björn; Löfqvist, Charlotte; Oswald, Frank; Iwarsson, Susanne",2016,10.5014/ajot.2016.016147,The American journal of occupational therapy : official publication of the American Occupational Therapy Association
Commonalities in biomarkers and phenotypes between mild cognitive impairment and cerebral palsy: a pilot exploratory study.,"Ng, Ted Kheng Siang; Tagawa, Alex; Ho, Roger Chun-Man; Larbi, Anis; Kua, Ee Heok; Mahendran, Rathi; Carollo, James J.; Heyn, Patricia C.",2021,10.18632/aging.202563,Aging
Cohort Profile: The National Health and Aging Trends Study (NHATS).,"Freedman, Vicki A.; Kasper, Judith D.",2019,10.1093/ije/dyz109,International journal of epidemiology
Cohort profile: the Diet and Healthy Aging (DaHA) study in Singapore.,"Yu, Rongjun; Sun, Ye; Ye, Kaisy Xinhong; Feng, Qiushi; Lim, Su Lin; Mahendran, Rathi; Cheah, Irwin Kee-Mun; Foo, Roger Sik Yin; Chua, Ru Yuan; Gwee, Xinyi; Loh, Marie; Sarmugam, Rani; Khine, Wei Wei Thwe; Chao, Yin Xia; Larbi, Anis; Lee, Yuan Kun; Kumar, Alan Prem; Kennedy, Brian K.; Kua, Ee Heok; Feng, Lei",2020,10.18632/aging.104051,Aging
Cohort Profile: The ASPREE Longitudinal Study of Older Persons (ALSOP).,"McNeil, John J.; Woods, Robyn L.; Ward, Stephanie A.; Britt, Carlene J.; Lockery, Jessica E.; Beilin, Lawrence J.; Owen, Alice J.",2019,10.1093/ije/dyy279,International journal of epidemiology
Cognitive functioning in healthy aging: the role of reserve and lifestyle factors early in life.,"Fritsch, Thomas; McClendon, McKee J.; Smyth, Kathleen A.; Lerner, Alan J.; Friedland, Robert P.; Larsen, Janet D.",2007,10.1093/geront/47.3.307,The Gerontologist
Cognitive function trajectories and their determinants in older people: 8 years of follow-up in the English Longitudinal Study of Ageing.,"Zaninotto, Paola; Batty, G. David; Allerhand, Michael; Deary, Ian J.",2018,10.1136/jech-2017-210116,Journal of epidemiology and community health
Cognitive deterioration in Alzheimer's disease is accompanied by increase of plasma neopterin.,"Blasko, Imrich; Knaus, Gabriele; Weiss, Elisabeth; Kemmler, Georg; Winkler, Christiana; Falkensammer, Gerda; Griesmacher, Andrea; Würzner, Reinhard; Marksteiner, Josef; Fuchs, Dietmar",2007,10.1016/j.jpsychires.2006.02.001,Journal of psychiatric research
Cognitive and non-cognitive factors contributing to the longitudinal identification of successful older adults in the betula study.,"Habib, Reza; Nyberg, Lars; Nilsson, Lars-Göran",2007,10.1080/13825580600582412,"Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition"
"Cognitive abilities, brain white matter hyperintensity volume, and structural network connectivity in older age.","Wiseman, Stewart J.; Booth, Tom; Ritchie, Stuart J.; Cox, Simon R.; Muñoz Maniega, Susana; Valdés Hernández, Maria Del C.; Dickie, David Alexander; Royle, Natalie A.; Starr, John M.; Deary, Ian J.; Wardlaw, Joanna M.; Bastin, Mark E.",2018,10.1002/hbm.23857,Human brain mapping
Clinical and laboratory characteristics of active and healthy aging (AHA) in octogenarian men.,"Rantanen, Kirsi K.; Strandberg, Timo E.; Stenholm, Sari S.; Strandberg, Arto Y.; Pitkälä, Kaisu H.; Salomaa, Veikko V.; Tilvis, Reijo S.",2015,10.1007/s40520-015-0329-0,Aging clinical and experimental research
Circulating glucuronic acid predicts healthspan and longevity in humans and mice.,"Ho, Andrew; Sinick, Jonah; Esko, Tõnu; Fischer, Krista; Menni, Cristina; Zierer, Jonas; Matey-Hernandez, Maria; Fortney, Kristen; Morgen, Eric K.",2019,10.18632/aging.102281,Aging
Childhood misfortune as a threat to successful aging: avoiding disease.,"Schafer, Markus H.; Ferraro, Kenneth F.",2012,10.1093/geront/gnr071,The Gerontologist
Childhood conditions and productive aging in China.,"Ko, Pei-Chun; Yeung, Wei-Jun Jean",2019,10.1016/j.socscimed.2018.09.051,Social science & medicine (1982)
Child maltreatment as a predictor of adult physical functioning in a prospective British birth cohort.,"Archer, Gemma; Pinto Pereira, Snehal; Power, Christine",2017,10.1136/bmjopen-2017-017900,BMJ open
Characteristics of Healthy Older Adults that Influence Self-rated Cognitive Function.,"Mulligan, Bryce P.; Smart, Colette M.; Segalowitz, Sidney J.; MacDonald, Stuart W. S.",2018,10.1017/S1355617717000613,Journal of the International Neuropsychological Society : JINS
Changes in physical and mental health functioning during retirement transition: a register-linkage follow-up study.,"Mänty, Minna; Kouvonen, Anne; Lallukka, Tea; Lahti, Jouni; Lahelma, Eero; Rahkonen, Ossi",2018,10.1093/eurpub/cky013,European journal of public health
Changes in hippocampal volume and shape across time distinguish dementia of the Alzheimer type from healthy aging.,"Wang, Lei; Swank, Jeffrey S.; Glick, Irena E.; Gado, Mokhtar H.; Miller, Michael I.; Morris, John C.; Csernansky, John G.",2003,10.1016/S1053-8119(03)00361-6,NeuroImage
Cerebrospinal Fluid Markers of Neurodegeneration and Rates of Brain Atrophy in Early Alzheimer Disease.,"Tarawneh, Rawan; Head, Denise; Allison, Samantha; Buckles, Virginia; Fagan, Anne M.; Ladenson, Jack H.; Morris, John C.; Holtzman, David M.",2015,10.1001/jamaneurol.2015.0202,JAMA neurology
Cardiac MRI Reveals Late Diastolic Changes in Left Ventricular Relaxation Patterns During Healthy Aging.,"Lin, Kai; Ma, Heng; Sarnari, Roberto; Li, Debiao; Lloyd-Jones, Donald M.; Markl, Michael; Carr, James C.",2021,10.1002/jmri.27382,Journal of magnetic resonance imaging : JMRI
Can maintaining cognitive function at 65 years old predict successful ageing 6 years later? The PROOF study.,"Castro-Lionard, Karine; Thomas-Antérion, Catherine; Crawford-Achour, Emilie; Rouch, Isabelle; Trombert-Paviot, Béatrice; Barthélémy, Jean-Claude; Laurent, Bernard; Roche, Frédéric; Gonthier, Régis",2011,10.1093/ageing/afq174,Age and ageing
Brain energy metabolism and blood flow differences in healthy aging.,"Aanerud, Joel; Borghammer, Per; Chakravarty, M. Mallar; Vang, Kim; Rodell, Anders B.; Jónsdottir, Kristjana Y.; Møller, Arne; Ashkanian, Mahmoud; Vafaee, Manouchehr S.; Iversen, Peter; Johannsen, Peter; Gjedde, Albert",2012,10.1038/jcbfm.2012.18,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
Brain changes in older adults at very low risk for Alzheimer's disease.,"Fjell, Anders M.; McEvoy, Linda; Holland, Dominic; Dale, Anders M.; Walhovd, Kristine B.",2013,10.1523/JNEUROSCI.5506-12.2013,The Journal of neuroscience : the official journal of the Society for Neuroscience
Body composition in healthy aging.,"Baumgartner, R. N.",2000,10.1111/j.1749-6632.2000.tb06498.x,Annals of the New York Academy of Sciences
BMI and healthy life expectancy in old and very old women.,"Leigh, L.; Byles, J. E.; Jagger, C.",2016,10.1017/S0007114516002403,The British journal of nutrition
"Biological Age, Not Chronological Age, Is Associated with Late-Life Depression.","Brown, Patrick J.; Wall, Melanie M.; Chen, Chen; Levine, Morgan E.; Yaffe, Kristine; Roose, Steven P.; Rutherford, Bret R.",2018,10.1093/gerona/glx162,"The journals of gerontology. Series A, Biological sciences and medical sciences"
BELFAST centenarians: a case of optimised cardiovascular risk?,"Bennati, E.; Murphy, A.; Cambien, F.; Whitehead, A. S.; Archbold, G. P. R.; Young, I. S.; Rea, I. M.",2010,10.2174/138161210790883697,Current pharmaceutical design
Becoming a nonagenarian: factors associated with survival up to 90 years old in 70+ men and women. Results from the PAQUID longitudinal cohort.,"Edjolo, A.; Helmer, C.; Barberger-Gateau, P.; Dartigues, J.-F.; Maubaret, C.; Pérès, K.",2013,10.1007/s12603-013-0041-8,"The journal of nutrition, health & aging"
Baseline biopsychosocial determinants of telomere length and 6-year attrition rate.,"Révész, Dóra; Milaneschi, Yuri; Terpstra, Erik M.; Penninx, Brenda W. J. H.",2016,10.1016/j.psyneuen.2016.02.007,Psychoneuroendocrinology
Basal body temperature as a biomarker of healthy aging.,"Simonsick, Eleanor M.; Meier, Helen C. S.; Shaffer, Nancy Chiles; Studenski, Stephanie A.; Ferrucci, Luigi",2016,10.1007/s11357-016-9952-8,"Age (Dordrecht, Netherlands)"
Associations of Weight Gain From Early to Middle Adulthood With Major Health Outcomes Later in Life.,"Zheng, Yan; Manson, JoAnn E.; Yuan, Changzheng; Liang, Matthew H.; Grodstein, Francine; Stampfer, Meir J.; Willett, Walter C.; Hu, Frank B.",2017,10.1001/jama.2017.7092,JAMA
Associations of diabetes mellitus with total life expectancy and life expectancy with and without cardiovascular disease.,"Franco, Oscar H.; Steyerberg, Ewout W.; Hu, Frank B.; Mackenbach, Johan; Nusselder, Wilma",2007,10.1001/archinte.167.11.1145,Archives of internal medicine
"Associations between novel jump test measures, grip strength, and physical performance: the Osteoporotic Fractures in Men (MrOS) Study.","Winger, Mary E.; Caserotti, Paolo; Cauley, Jane A.; Boudreau, Robert M.; Piva, Sara R.; Cawthon, Peggy M.; Harris, Tamara B.; Barrett-Connor, Elizabeth; Fink, Howard A.; Kado, Deborah M.; Strotmeyer, Elsa S.",2020,10.1007/s40520-019-01421-1,Aging clinical and experimental research
Associations between APOE and low-density lipoprotein cholesterol genotypes and cognitive and physical capability: the HALCyon programme.,"Alfred, Tamuno; Ben-Shlomo, Yoav; Cooper, Rachel; Hardy, Rebecca; Cooper, Cyrus; Deary, Ian J.; Elliott, Jane; Gunnell, David; Harris, Sarah E.; Kivimaki, Mika; Kumari, Meena; Martin, Richard M.; Power, Chris; Sayer, Avan Aihie; Starr, John M.; Kuh, Diana; Day, Ian N. M.",2014,10.1007/s11357-014-9673-9,"Age (Dordrecht, Netherlands)"
Association of trajectories of cognitive function with cause-specific mortality and medical and long-term care costs.,"Taniguchi, Yu; Kitamura, Akihiko; Ishizaki, Tatsuro; Fujiwara, Yoshinori; Shinozaki, Tomohiro; Seino, Satoshi; Mitsutake, Seigo; Suzuki, Hiroyuki; Yokoyama, Yuri; Abe, Takumi; Ikeuchi, Tomoko; Yokota, Isao; Matsuyama, Yutaka; Shinkai, Shoji",2019,10.1111/ggi.13802,Geriatrics & gerontology international
[Association of social support and social activity with physical functioning in older persons].,"Park, Kyunghye; Lee, Yunhwan",2007,10.3961/jpmph.2007.40.2.137,Journal of preventive medicine and public health = Yebang Uihakhoe chi
"Association of renal function with cognition, functional ability and mood in the oldest-old: The 'Health and Anemia study'.","Mandelli, Sara; Riva, Emma; Tettamanti, Mauro; Detoma, Paolo; Giacomin, Adriano; Lucca, Ugo",2020,10.1111/nep.13579,"Nephrology (Carlton, Vic.)"
Association of hearing impairment and mortality in older adults.,"Genther, Dane J.; Betz, Joshua; Pratt, Sheila; Kritchevsky, Steven B.; Martin, Kathryn R.; Harris, Tamara B.; Helzner, Elizabeth; Satterfield, Suzanne; Xue, Qian-Li; Yaffe, Kristine; Simonsick, Eleanor M.; Lin, Frank R.",2015,10.1093/gerona/glu094,"The journals of gerontology. Series A, Biological sciences and medical sciences"
"Association of Cognitive Function Trajectories in Centenarians With Postmortem Neuropathology, Physical Health, and Other Risk Factors for Cognitive Decline.","Beker, Nina; Ganz, Andrea; Hulsman, Marc; Klausch, Thomas; Schmand, Ben A.; Scheltens, Philip; Sikkes, Sietske A. M.; Holstege, Henne",2021,10.1001/jamanetworkopen.2020.31654,JAMA network open
Association between stairs in the home and instrumental activities of daily living among community-dwelling older adults.,"Tomioka, Kimiko; Kurumatani, Norio; Hosoi, Hiroshi",2018,10.1186/s12877-018-0830-3,BMC geriatrics
"Association between objectively measured physical activity, chronic stress and leukocyte telomere length.","von Känel, Roland; Bruwer, Erna J.; Hamer, Mark; de Ridder, J. Hans; Malan, Leoné",2017,10.23736/S0022-4707.16.06426-4,The Journal of sports medicine and physical fitness
Association between Food Store Availability and the Incidence of Functional Disability among Community-Dwelling Older Adults: Results from the Japanese  Gerontological Evaluation Cohort Study.,"Momosaki, Ryo; Wakabayashi, Hidetaka; Maeda, Keisuke; Shamoto, Hiroshi; Nishioka, Shinta; Kojima, Kaori; Tani, Yukako; Suzuki, Norimichi; Hanazato, Masamichi; Kondo, Katsunori",2019,10.3390/nu11102369,Nutrients
Assessment of complex mental activity across the lifespan: development of the Lifetime of Experiences Questionnaire (LEQ).,"Valenzuela, Michael J.; Sachdev, Perminder",2007,10.1017/S003329170600938X,Psychological medicine
Are people healthier if their partners are more optimistic? The dyadic effect of optimism on health among older adults.,"Kim, Eric S.; Chopik, William J.; Smith, Jacqui",2014,10.1016/j.jpsychores.2014.03.104,Journal of psychosomatic research
Approaches in methodology for population-based longitudinal study on neuroprotective model for healthy longevity (TUA) among Malaysian Older Adults.,"Shahar, Suzana; Omar, Azahadi; Vanoh, Divya; Hamid, Tengku Aizan; Mukari, Siti Zamratol Mai-Sarah; Din, Normah Che; Rajab, Nor Fadilah; Mohammed, Zainora; Ibrahim, Rahimah; Loo, Won Hui; Meramat, Asheila; Kamaruddin, Mohd Zul Amin; Bagat, Mohamad Fazdillah; Razali, Rosdinom",2016,10.1007/s40520-015-0511-4,Aging clinical and experimental research
Applying machine learning methods to develop a successful aging maintenance prediction model based on physical fitness tests.,"Cai, TianPan; Long, JingWen; Kuang, Jie; You, Fu; Zou, TingTing; Wu, Lei",2020,10.1111/ggi.13926,Geriatrics & gerontology international
Antecedents of Attitudes to Aging: A Study of the Roles of Personality and Well-being.,"Bryant, Christina; Bei, Bei; Gilson, Kim-Michelle; Komiti, Angela; Jackson, Henry; Judd, Fiona",2016,10.1093/geront/gnu041,The Gerontologist
An Active Lifestyle Reinforces the Effect of a Healthy Diet on Cognitive Function: A Population-Based Longitudinal Study.,"Shakersain, Behnaz; Rizzuto, Debora; Wang, Hui-Xin; Faxén-Irving, Gerd; Prinelli, Federica; Fratiglioni, Laura; Xu, Weili",2018,10.3390/nu10091297,Nutrients
Alzheimer's disease pathology in a community-based sample of older adults without dementia: The MYHAT neuroimaging study.,"Sullivan, Kevin J.; Liu, Anran; Chang, Chung-Chou H.; Cohen, Ann D.; Lopresti, Brian J.; Minhas, Davneet S.; Laymon, Charles M.; Klunk, William E.; Aizenstein, Howard; Nadkarni, Neelesh K.; Loewenstein, David; Kamboh, M. Ilyas; Ganguli, Mary; Snitz, Beth E.",2021,10.1007/s11682-020-00334-2,Brain imaging and behavior
